(13.599999999999984,0.020000000000000018)
(13.799999999999983,0.020000000000000018)
(13.999999999999982,0.020000000000000018)
(14.199999999999982,0.020000000000000018)
(14.39999999999998,0.020000000000000018)
(14.59999999999998,0.020000000000000018)
(14.79999999999998,0.020000000000000018)
(14.999999999999979,0.020000000000000018)
(15.199999999999978,0.020000000000000018)
(15.399999999999977,0.020000000000000018)
(15.599999999999977,0.020000000000000018)
(15.799999999999976,0.020000000000000018)
(15.999999999999975,0.020000000000000018)
(16.199999999999974,0.020000000000000018)
(16.399999999999974,0.020000000000000018)
(16.599999999999973,0.020000000000000018)
(16.799999999999972,0.020000000000000018)
(16.99999999999997,0.020000000000000018)
(17.19999999999997,0.020000000000000018)
(17.39999999999997,0.020000000000000018)
(17.59999999999997,0.020000000000000018)
(17.79999999999997,0.020000000000000018)
(17.999999999999968,0.020000000000000018)
(18.199999999999967,0.020000000000000018)
(18.399999999999967,0.020000000000000018)
(18.599999999999966,0.020000000000000018)
(18.799999999999965,0.020000000000000018)
(18.999999999999964,0.020000000000000018)
(19.199999999999964,0.020000000000000018)
(19.399999999999963,0.020000000000000018)
(19.599999999999962,0.020000000000000018)
(19.79999999999996,0.020000000000000018)
(19.99999999999996,0.020000000000000018)
(20.19999999999996,0.020000000000000018)
(20.39999999999996,0.020000000000000018)
(20.59999999999996,0.020000000000000018)
(20.799999999999958,0.020000000000000018)
(20.999999999999957,0.020000000000000018)
(21.199999999999957,0.020000000000000018)
(21.399999999999956,0.020000000000000018)
(21.599999999999955,0.020000000000000018)
(21.799999999999955,0.020000000000000018)
(21.999999999999954,0.020000000000000018)
(22.199999999999953,0.020000000000000018)
(22.399999999999952,0.020000000000000018)
(22.59999999999995,0.020000000000000018)
(22.79999999999995,0.020000000000000018)
(22.99999999999995,0.020000000000000018)
(23.19999999999995,0.020000000000000018)
(23.39999999999995,0.020000000000000018)
(23.599999999999948,0.020000000000000018)
(23.799999999999947,0.020000000000000018)
(23.999999999999947,0.020000000000000018)
(24.199999999999946,0.020000000000000018)
(24.399999999999945,0.020000000000000018)
(24.599999999999945,0.020000000000000018)
(24.799999999999944,0.020000000000000018)
(24.999999999999943,0.020000000000000018)
(25.199999999999942,0.020000000000000018)
(25.39999999999994,0.026666666666662786)
(25.59999999999994,0.03999999999999607)
(25.79999999999994,0.053333333333329354)
(25.99999999999994,0.06666666666666264)
(26.19999999999994,0.07999999999999592)
(26.399999999999938,0.09333333333332922)
(26.599999999999937,0.10666666666666251)
(26.799999999999937,0.11999999999999579)
(26.999999999999936,0.13333333333332908)
(27.199999999999935,0.14666666666666237)
(27.399999999999935,0.15999999999999565)
(27.599999999999934,0.17333333333332893)
(27.799999999999933,0.1866666666666622)
(27.999999999999932,0.19999999999999551)
(28.199999999999932,0.2133333333333288)
(28.39999999999993,0.2266666666666621)
(28.59999999999993,0.23999999999999536)
(28.79999999999993,0.2533333333333287)
(28.99999999999993,0.26666666666666194)
(29.19999999999993,0.2799999999999952)
(29.399999999999928,0.2933333333333285)
(29.599999999999927,0.3066666666666618)
(29.799999999999926,0.3199999999999951)
(29.999999999999925,0.3333333333333284)
(30.199999999999925,0.3466666666666616)
(30.399999999999924,0.35999999999999494)
(30.599999999999923,0.37333333333332824)
(30.799999999999923,0.38666666666666155)
(30.999999999999922,0.3999999999999948)
(31.19999999999992,0.41333333333332806)
(31.39999999999992,0.4266666666666613)
(31.59999999999992,0.4399999999999946)
(31.79999999999992,0.4533333333333279)
(31.99999999999992,0.4666666666666612)
(32.19999999999992,0.4799999999999945)
(32.39999999999992,0.4933333333333281)
(32.59999999999992,0.5066666666666615)
(32.799999999999926,0.519999999999995)
(32.99999999999993,0.5333333333333286)
(33.19999999999993,0.5466666666666621)
(33.399999999999935,0.5599999999999956)
(33.59999999999994,0.5733333333333291)
(33.79999999999994,0.5866666666666627)
(33.99999999999994,0.5999999999999962)
(34.199999999999946,0.6)
(34.39999999999995,0.6)
(34.59999999999995,0.6)
(34.799999999999955,0.6)
(34.99999999999996,0.6)
(35.19999999999996,0.6)
(35.39999999999996,0.6)
(35.599999999999966,0.6)
(35.79999999999997,0.6)
(35.99999999999997,0.6)
(36.199999999999974,0.6)
(36.39999999999998,0.6)
(36.59999999999998,0.6)
(36.79999999999998,0.6)
(36.999999999999986,0.6)
(37.19999999999999,0.6)
(37.39999999999999,0.6)
(37.599999999999994,0.6)
(37.8,0.6)
(38.0,0.6)
(38.2,0.6)
(38.400000000000006,0.6)
(38.60000000000001,0.6)
(38.80000000000001,0.6)
(39.000000000000014,0.6)
(39.20000000000002,0.6)
(39.40000000000002,0.6)
(39.60000000000002,0.6)
(39.800000000000026,0.6)
(40.00000000000003,0.6)
(40.20000000000003,0.6)
(40.400000000000034,0.6)
(40.60000000000004,0.6)
(40.80000000000004,0.6)
(41.00000000000004,0.6)
(41.200000000000045,0.6)
(41.40000000000005,0.6)
(41.60000000000005,0.6)
(41.800000000000054,0.6)
(42.00000000000006,0.6)
(42.20000000000006,0.6)
(42.40000000000006,0.6)
(42.600000000000065,0.6)
(42.80000000000007,0.6)
(43.00000000000007,0.6)
(43.200000000000074,0.6)
(43.40000000000008,0.6)
(43.60000000000008,0.6)
(43.80000000000008,0.6)
(44.000000000000085,0.6)
(44.20000000000009,0.6)
(44.40000000000009,0.6)
(44.600000000000094,0.6)
(44.8000000000001,0.6)
(45.0000000000001,0.6)
(45.2000000000001,0.6)
(45.400000000000105,0.6)
(45.60000000000011,0.6)
(45.80000000000011,0.6)
(46.000000000000114,0.6)
(46.20000000000012,0.6)
(46.40000000000012,0.6)
(46.60000000000012,0.6)
(46.800000000000125,0.6)
(47.00000000000013,0.6)
(47.20000000000013,0.6)
(47.400000000000134,0.6)
(47.600000000000136,0.6)
(47.80000000000014,0.6)
(48.00000000000014,0.5999999999999929)
(48.200000000000145,0.5899999999999928)
(48.40000000000015,0.5799999999999926)
(48.60000000000015,0.5699999999999924)
(48.80000000000015,0.5599999999999923)
(49.000000000000156,0.5499999999999922)
(49.20000000000016,0.539999999999992)
(49.40000000000016,0.5299999999999919)
(49.600000000000165,0.5199999999999917)
(49.80000000000017,0.5099999999999916)
(50.00000000000017,0.49999999999999145)
(50.20000000000017,0.48999999999999133)
(50.400000000000176,0.47999999999999116)
(50.60000000000018,0.46999999999999104)
(50.80000000000018,0.45999999999999086)
(51.000000000000185,0.44999999999999074)
(51.20000000000019,0.4399999999999906)
(51.40000000000019,0.4299999999999905)
(51.60000000000019,0.41999999999999027)
(51.800000000000196,0.40999999999999015)
(52.0000000000002,0.3999999999999901)
(52.2000000000002,0.3899999999999899)
(52.400000000000205,0.3799999999999898)
(52.60000000000021,0.36999999999998967)
(52.80000000000021,0.3599999999999895)
(53.00000000000021,0.3499999999999894)
(53.200000000000216,0.3399999999999892)
(53.40000000000022,0.3299999999999891)
(53.60000000000022,0.31999999999998896)
(53.800000000000225,0.3099999999999888)
(54.00000000000023,0.29999999999998866)
(54.20000000000023,0.2899999999999885)
(54.40000000000023,0.27999999999998837)
(54.600000000000236,0.26999999999998825)
(54.80000000000024,0.2599999999999881)
(55.00000000000024,0.24999999999998793)
(55.200000000000244,0.23999999999998778)
(55.40000000000025,0.22999999999998766)
(55.60000000000025,0.2199999999999875)
(55.80000000000025,0.20999999999998736)
(56.000000000000256,0.19999999999998722)
(56.20000000000026,0.18999999999998707)
(56.40000000000026,0.17999999999998695)
(56.600000000000264,0.1699999999999868)
(56.80000000000027,0.15999999999998665)
(57.00000000000027,0.14999999999998653)
(57.20000000000027,0.13999999999998636)
(57.400000000000276,0.12999999999998624)
(57.60000000000028,0.11999999999998606)
(57.80000000000028,0.10999999999998594)
(58.000000000000284,0.09999999999998577)
(58.20000000000029,0.08999999999998565)
(58.40000000000029,0.07999999999998553)
(58.60000000000029,0.06999999999998541)
(58.800000000000296,0.05999999999998523)
(59.0000000000003,0.049999999999985056)
(59.2000000000003,0.039999999999984936)
(59.400000000000304,0.029999999999984817)
(59.60000000000031,0.019999999999984697)
(59.80000000000031,0.009999999999984521)
(60.00000000000031,0.0)
(60.200000000000315,0.0)
(60.40000000000032,0.0)
(60.60000000000032,0.0)
(60.800000000000324,0.0)
(61.00000000000033,0.0)
(61.20000000000033,0.0)
(61.40000000000033,0.0)
(61.600000000000335,0.0)
(61.80000000000034,0.0)
(62.00000000000034,0.0)
(62.200000000000344,0.0)
(62.40000000000035,0.0)
(62.60000000000035,0.0)
(62.80000000000035,0.0)
(63.000000000000355,0.0)
(63.20000000000036,0.0)
(63.40000000000036,0.0)
(63.600000000000364,0.0)
(63.80000000000037,0.0)
(64.00000000000037,0.0)
(64.20000000000037,0.0)
(64.40000000000038,0.0)
(64.60000000000038,0.0)
(64.80000000000038,0.0)
(65.00000000000038,0.0)
(65.20000000000039,0.0)
(65.40000000000039,0.0)
(65.60000000000039,0.0)
(65.8000000000004,0.0)
(66.0000000000004,0.0)
(66.2000000000004,0.0)
(66.4000000000004,0.0)
(66.6000000000004,0.0)
(66.80000000000041,0.0)
(67.00000000000041,0.0)
(67.20000000000041,0.0)
(67.40000000000042,0.0)
(67.60000000000042,0.0)
(67.80000000000042,0.0)
(68.00000000000043,0.0)
(68.20000000000043,0.0)
(68.40000000000043,0.0)
(68.60000000000043,0.0)
(68.80000000000044,0.0)
(69.00000000000044,0.0)
(69.20000000000044,0.0)
(69.40000000000045,0.0)
(69.60000000000045,0.0)
(69.80000000000045,0.0)
(70.00000000000045,0.0)
(70.20000000000046,0.0)
(70.40000000000046,0.0)
(70.60000000000046,0.0)
(70.80000000000047,0.0)
(71.00000000000047,0.0)
(71.20000000000047,0.0)
(71.40000000000047,0.0)
(71.60000000000048,0.0)
(71.80000000000048,0.0)
(72.00000000000048,0.0)
(72.20000000000049,0.0)
(72.40000000000049,0.0)
(72.60000000000049,0.0)
(72.8000000000005,0.0)
(73.0000000000005,0.0)
(73.2000000000005,0.0)
(73.4000000000005,0.0)
(73.6000000000005,0.0)
(73.80000000000051,0.0)
(74.00000000000051,0.0)
(74.20000000000051,0.0)
(74.40000000000052,0.0)
(74.60000000000052,0.0)
(74.80000000000052,0.0)
(75.00000000000053,0.0)
(75.20000000000053,0.0)
(75.40000000000053,0.0)
(75.60000000000053,0.0)
(75.80000000000054,0.0)
(76.00000000000054,0.0)
(76.20000000000054,0.0)
(76.40000000000055,0.0)
(76.60000000000055,0.0)
(76.80000000000055,0.0)
(77.00000000000055,0.0)
(77.20000000000056,0.0)
(77.40000000000056,0.0)
(77.60000000000056,0.0)
(77.80000000000057,0.0)
(78.00000000000057,0.0)
(78.20000000000057,0.0)
(78.40000000000057,0.0)
(78.60000000000058,0.0)
(78.80000000000058,0.0)
(79.00000000000058,0.0)
(79.20000000000059,0.0)
(79.40000000000059,0.0)
(79.60000000000059,0.0)
(79.8000000000006,0.0)
(80.0000000000006,0.0)
(80.2000000000006,0.0)
(80.4000000000006,0.0)
(80.6000000000006,0.0)
(80.80000000000061,0.0)
(81.00000000000061,0.0)
(81.20000000000061,0.0)
(81.40000000000062,0.0)
(81.60000000000062,0.0)
(81.80000000000062,0.0)
(82.00000000000063,0.0)
(82.20000000000063,0.0)
(82.40000000000063,0.0)
(82.60000000000063,0.0)
(82.80000000000064,0.0)
(83.00000000000064,0.0)
(83.20000000000064,0.0)
(83.40000000000065,0.0)
(83.60000000000065,0.0)
(83.80000000000065,0.0)
(84.00000000000065,0.0)
(84.20000000000066,0.0)
(84.40000000000066,0.0)
(84.60000000000066,0.0)
(84.80000000000067,0.0)
(85.00000000000067,0.0)
(85.20000000000067,0.0)
(85.40000000000067,0.0)
(85.60000000000068,0.0)
(85.80000000000068,0.0)
(86.00000000000068,0.0)
(86.20000000000068,0.0)
(86.40000000000069,0.0)
(86.60000000000069,0.0)
(86.8000000000007,0.0)
(87.0000000000007,0.0)
(87.2000000000007,0.0)
(87.4000000000007,0.0)
(87.6000000000007,0.0)
(87.80000000000071,0.0)
(88.00000000000071,0.0)
(88.20000000000071,0.0)
(88.40000000000072,0.0)
(88.60000000000072,0.0)
(88.80000000000072,0.0)
(89.00000000000072,0.0)
(89.20000000000073,0.0)
(89.40000000000073,0.0)
(89.60000000000073,0.0)
(89.80000000000074,0.0)
(90.00000000000074,0.0)
(90.20000000000074,0.0)
(90.40000000000074,0.0)
(90.60000000000075,0.0)
(90.80000000000075,0.0)
(91.00000000000075,0.0)
(91.20000000000076,0.0)
(91.40000000000076,0.0)
(91.60000000000076,0.0)
(91.80000000000076,0.0)
(92.00000000000077,0.0)
(92.20000000000077,0.0)
(92.40000000000077,0.0)
(92.60000000000078,0.0)
(92.80000000000078,0.0)
(93.00000000000078,0.0)
(93.20000000000078,0.0)
(93.40000000000079,0.0)
(93.60000000000079,0.0)
(93.8000000000008,0.0)
(94.0000000000008,0.0)
(94.2000000000008,0.0)
(94.4000000000008,0.0)
(94.6000000000008,0.0)
(94.80000000000081,0.0)
(95.00000000000081,0.0)
(95.20000000000081,0.0)
(95.40000000000082,0.0)
(95.60000000000082,0.0)
(95.80000000000082,0.0)
(96.00000000000082,0.0)
(96.20000000000083,0.0)
(96.40000000000083,0.0)
(96.60000000000083,0.0)
(96.80000000000084,0.0)
(97.00000000000084,0.0)
(97.20000000000084,0.0)
(97.40000000000084,0.0)
(97.60000000000085,0.0)
(97.80000000000085,0.0)
(98.00000000000085,0.0)
(98.20000000000086,0.0)
(98.40000000000086,0.0)
(98.60000000000086,0.0)
(98.80000000000086,0.0)
(99.00000000000087,0.0)
(99.20000000000087,0.0)
(99.40000000000087,0.0)
(99.60000000000088,0.0)
(99.80000000000088,0.0)
